,ts1,ts2,ts3,ts4
0,0.533570195407849,-0.1268042505085529,-0.8028372439916032,1.812825263103761
1,1.2401302011844295,1.314359822255573,-0.5956023690900999,0.042764452989076454
2,1.618597814523659,1.405994077740013,0.12717964295994608,-1.7594271483690098
3,1.1404650937979444,3.132620811646797,0.9585858446417929,-0.4567981493774471
4,0.4815614487500738,3.1790825273540966,0.16459838840237753,-1.2547904229861382
5,-0.23418237430581007,2.123446150545733,-0.18939273571050366,-1.3470079001043214
6,-0.1006054230728896,1.2193319553863056,0.0832535566667175,-0.33485938282238914
7,1.547374643596789,2.4344851841009856,-1.025680378726347,-0.4346534112746885
8,0.32912449027450014,3.019576576984575,0.136498078864578,-0.417150102951419
9,0.9145153202104982,3.353015068458739,1.2103141107119166,0.3950537196188859
10,0.48971653976020724,2.088679995119159,2.0648497348284787,-0.8506960601665051
11,0.10441816723224047,1.6044650754904963,1.2897518216939656,0.7904663722911508
12,-0.31392502238089426,0.9811696696996921,0.971105501506557,-0.4466740546233123
13,-0.9180692271763642,1.0482379468240244,-0.431533580664488,-0.6473480133787306
14,-0.2180162301452548,0.39648022348523293,-0.5099517989443692,0.8537723245161344
15,0.49306954322655194,0.24084981087382168,0.04398455491822477,0.2545271776958805
16,0.2768183383756623,0.9576104659624837,0.6621706539331416,0.41121945452425646
17,0.3416914683189351,1.0770346577787206,3.7243158284709845,0.031495652905777854
18,-0.4573824014344141,2.3718367582985813,1.6891053821786368,0.5709888217895089
19,2.0916954849395575,3.195105443135468,0.5488589338021794,1.4056267546142376
20,0.10456939818009237,1.873206763217029,0.024440799373663336,1.017434011989086
21,-0.31089099311663054,3.5025344837686516,-1.042112358033222,-2.0416296994820757
22,-1.3917086490620496,3.8855644343537783,-1.3208340491177226,0.9459905623418747
23,-1.516010400073235,2.492420322412878,0.49085994997400306,-1.5351234416995623
24,0.9374590570692931,1.6703120400228886,4.340846154928103,0.7947970230426078
25,-0.06435134903206774,2.041340475849446,1.3177790922770978,-1.0156252978864126
26,0.07426008023634711,0.9265553648878007,0.7984252222603538,-0.22214230444208558
27,-1.4548161203086039,0.03255820363586637,0.17990135039547372,-0.9173723025991402
28,-2.2571587645850144,-1.4881029972292554,-1.4382283836351166,0.7926312551228331
29,-0.9410666048440526,-2.1776922535882037,-2.1531644774728176,1.3588288546678522
30,-0.09031861353157841,0.7593545405555482,0.23237528817410188,1.0100274823588267
31,0.7209432766593444,0.2288397167405148,3.773630152760033,1.7175128762864715
32,0.9389440855961164,0.8108798866990836,2.530333612157571,-0.13985370348438633
33,-2.3160230065206022,-0.19345073591534645,-0.307467476799982,2.8204792521541666
34,-1.48058171799103,-0.17668815530767848,2.4047562573575507,-0.8943570415305292
35,-0.532530619066737,2.162827240754626,-1.590902083333908,0.4974325779089374
36,-1.023605938000031,1.5123371090352211,-3.5017465014061235,0.5040816729227285
37,-0.6107264211831278,0.40614327961204033,0.9744397083436488,0.7800781280135715
38,-1.1690464352577552,0.9088576020389956,1.008729892348124,-0.2266098948434998
39,-0.014863289466494845,0.7452883853003353,0.35965171470169865,-0.9700517355760178
40,0.17274953427694256,1.3127221789115722,0.6967604843300543,-0.9365813259926725
41,-1.128735599037898,1.0717366433962427,2.4982651169847543,-0.04345954465576459
42,-1.1436355931901856,0.07005235988151215,-1.8920900261800586,-0.5641855396476232
43,-0.4971161039036367,2.198859942449757,-3.2906536317306148,1.3307957977890346
44,-1.9943108527760125,1.2971825811052855,-0.7723323321098005,1.7368680902712081
45,0.6269343005432716,1.7932454117467187,2.924720720719799,0.020620398755952413
46,0.4407926328266832,2.700351086361853,-1.0665788914882262,0.5179450155381287
47,1.5386326258354477,2.364136464403558,1.2378717320685229,0.541973629135038
48,1.7360476563726324,2.958782586954798,1.4127110745541793,0.20555636193994817
